artist,song,popularity,uri,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,0,clusters
The Offspring,Pretty Fly (For A White Guy),0,spotify:track:2pV1ZQEH9fieG0kLstdrtC,https://open.spotify.com/track/2pV1ZQEH9fieG0kLstdrtC,0.721,0.898,11.0,-3.701,0.0,0.0996,0.0962,0.0,0.0675,0.964,143.412,audio_features,2pV1ZQEH9fieG0kLstdrtC,https://api.spotify.com/v1/tracks/2pV1ZQEH9fieG0kLstdrtC,https://api.spotify.com/v1/audio-analysis/2pV1ZQEH9fieG0kLstdrtC,188107.0,4.0,,1
Pearl Jam,Even Flow,0,spotify:track:0o7g2ndHoHmzTXaxjPM44O,https://open.spotify.com/track/0o7g2ndHoHmzTXaxjPM44O,0.407,0.889,10.0,-9.264,0.0,0.0542,0.00619,3.96e-06,0.323,0.287,104.946,audio_features,0o7g2ndHoHmzTXaxjPM44O,https://api.spotify.com/v1/tracks/0o7g2ndHoHmzTXaxjPM44O,https://api.spotify.com/v1/audio-analysis/0o7g2ndHoHmzTXaxjPM44O,293667.0,4.0,,11
Poison,Nothin' But A Good Time - Remastered 2006,69,spotify:track:2V8KvnD5LVeeDChMWEkSzC,https://open.spotify.com/track/2V8KvnD5LVeeDChMWEkSzC,0.576,0.974,1.0,-2.785,1.0,0.0828,0.0202,0.0,0.348,0.531,129.088,audio_features,2V8KvnD5LVeeDChMWEkSzC,https://api.spotify.com/v1/tracks/2V8KvnD5LVeeDChMWEkSzC,https://api.spotify.com/v1/audio-analysis/2V8KvnD5LVeeDChMWEkSzC,224867.0,4.0,,6
Quiet Riot,Cum on Feel the Noize,39,spotify:track:0Ei6HMtz7OXokDQ0HmUfOu,https://open.spotify.com/track/0Ei6HMtz7OXokDQ0HmUfOu,0.415,0.905,11.0,-5.842,0.0,0.128,0.0139,0.0299,0.143,0.486,145.399,audio_features,0Ei6HMtz7OXokDQ0HmUfOu,https://api.spotify.com/v1/tracks/0Ei6HMtz7OXokDQ0HmUfOu,https://api.spotify.com/v1/audio-analysis/0Ei6HMtz7OXokDQ0HmUfOu,287760.0,4.0,,3
Ra Ra Riot,Can You Tell,0,spotify:track:7DXEbVu3s8AkYaptjUVaKc,https://open.spotify.com/track/7DXEbVu3s8AkYaptjUVaKc,0.556,0.829,9.0,-5.9,1.0,0.0394,0.000986,7.15e-06,0.355,0.578,143.96,audio_features,7DXEbVu3s8AkYaptjUVaKc,https://api.spotify.com/v1/tracks/7DXEbVu3s8AkYaptjUVaKc,https://api.spotify.com/v1/audio-analysis/7DXEbVu3s8AkYaptjUVaKc,162813.0,4.0,,6
Ra Ra Riot,Too Too Too Fast,0,spotify:track:0sJIMWrIJaogKzOtCpleLn,https://open.spotify.com/track/0sJIMWrIJaogKzOtCpleLn,0.481,0.812,0.0,-4.487,1.0,0.0516,0.00209,0.000495,0.0914,0.837,169.094,audio_features,0sJIMWrIJaogKzOtCpleLn,https://api.spotify.com/v1/tracks/0sJIMWrIJaogKzOtCpleLn,https://api.spotify.com/v1/audio-analysis/0sJIMWrIJaogKzOtCpleLn,226333.0,4.0,,3
Ra Ra Riot,Run My Mouth,0,spotify:track:66pf4ABetmTVXOHsRmY68c,https://open.spotify.com/track/66pf4ABetmTVXOHsRmY68c,0.506,0.784,11.0,-6.299,0.0,0.0295,0.0383,0.000201,0.0896,0.551,157.924,audio_features,66pf4ABetmTVXOHsRmY68c,https://api.spotify.com/v1/tracks/66pf4ABetmTVXOHsRmY68c,https://api.spotify.com/v1/audio-analysis/66pf4ABetmTVXOHsRmY68c,240680.0,4.0,,3
Ram Jam,Black Betty,0,spotify:track:4FFKYMQcqGIKLp4pJRdkbm,https://open.spotify.com/track/4FFKYMQcqGIKLp4pJRdkbm,0.44,0.834,11.0,-9.709,0.0,0.102,0.000998,0.00826,0.133,0.783,117.763,audio_features,4FFKYMQcqGIKLp4pJRdkbm,https://api.spotify.com/v1/tracks/4FFKYMQcqGIKLp4pJRdkbm,https://api.spotify.com/v1/audio-analysis/4FFKYMQcqGIKLp4pJRdkbm,235933.0,4.0,,1
Ramones,I Wanna Be Sedated - Remastered,0,spotify:track:1fxHrfTa9EKibYQ0tuamQF,https://open.spotify.com/track/1fxHrfTa9EKibYQ0tuamQF,0.597,0.96,11.0,-3.989,1.0,0.042,0.169,2.89e-05,0.105,0.937,163.017,audio_features,1fxHrfTa9EKibYQ0tuamQF,https://api.spotify.com/v1/tracks/1fxHrfTa9EKibYQ0tuamQF,https://api.spotify.com/v1/audio-analysis/1fxHrfTa9EKibYQ0tuamQF,149467.0,4.0,,3
Rod Stewart,Maggie May,0,spotify:track:4EJwwOkjpKdnEAF3sRnPbE,https://open.spotify.com/track/4EJwwOkjpKdnEAF3sRnPbE,0.564,0.566,2.0,-10.659,1.0,0.0369,0.767,0.627,0.116,0.569,129.431,audio_features,4EJwwOkjpKdnEAF3sRnPbE,https://api.spotify.com/v1/tracks/4EJwwOkjpKdnEAF3sRnPbE,https://api.spotify.com/v1/audio-analysis/4EJwwOkjpKdnEAF3sRnPbE,344947.0,4.0,,4
The Rolling Stones,Start Me Up,0,spotify:track:04AEbsZ3URx5oxxNaX9doH,https://open.spotify.com/track/04AEbsZ3URx5oxxNaX9doH,0.657,0.854,5.0,-7.13,1.0,0.0333,0.0136,0.0377,0.0642,0.968,122.411,audio_features,04AEbsZ3URx5oxxNaX9doH,https://api.spotify.com/v1/tracks/04AEbsZ3URx5oxxNaX9doH,https://api.spotify.com/v1/audio-analysis/04AEbsZ3URx5oxxNaX9doH,212507.0,4.0,,1
The Rolling Stones,(I Can't Get No) Satisfaction - (Original Single Mono Version),46,spotify:track:1b6AW6uDrtrUN0Y6GJR45j,https://open.spotify.com/track/1b6AW6uDrtrUN0Y6GJR45j,0.723,0.881,2.0,-6.801,1.0,0.0332,0.0412,0.0263,0.095,0.935,136.277,audio_features,1b6AW6uDrtrUN0Y6GJR45j,https://api.spotify.com/v1/tracks/1b6AW6uDrtrUN0Y6GJR45j,https://api.spotify.com/v1/audio-analysis/1b6AW6uDrtrUN0Y6GJR45j,222973.0,4.0,,1
The Sheepdogs,I Don't Know - EP Version,46,spotify:track:4A4DPAyhXSTzehnBstdAnt,https://open.spotify.com/track/4A4DPAyhXSTzehnBstdAnt,0.574,0.644,2.0,-5.13,1.0,0.0268,0.0962,0.201,0.172,0.771,79.967,audio_features,4A4DPAyhXSTzehnBstdAnt,https://api.spotify.com/v1/tracks/4A4DPAyhXSTzehnBstdAnt,https://api.spotify.com/v1/audio-analysis/4A4DPAyhXSTzehnBstdAnt,190947.0,4.0,,1
The Sheepdogs,Please Don't Lead Me On,46,spotify:track:4pJdnwJWBhR6juiDcV93pa,https://open.spotify.com/track/4pJdnwJWBhR6juiDcV93pa,0.444,0.676,4.0,-4.457,1.0,0.0437,0.132,0.0995,0.157,0.532,183.999,audio_features,4pJdnwJWBhR6juiDcV93pa,https://api.spotify.com/v1/tracks/4pJdnwJWBhR6juiDcV93pa,https://api.spotify.com/v1/audio-analysis/4pJdnwJWBhR6juiDcV93pa,126240.0,4.0,,3
The Sheepdogs,Southern Dreaming,33,spotify:track:5l5sEIcGytzJqc33evlbPY,https://open.spotify.com/track/5l5sEIcGytzJqc33evlbPY,0.612,0.493,9.0,-6.655,1.0,0.0635,0.222,0.247,0.0974,0.591,164.104,audio_features,5l5sEIcGytzJqc33evlbPY,https://api.spotify.com/v1/tracks/5l5sEIcGytzJqc33evlbPY,https://api.spotify.com/v1/audio-analysis/5l5sEIcGytzJqc33evlbPY,246907.0,4.0,,18
Steppenwolf,Magic Carpet Ride,0,spotify:track:7vxB1UKExbA6nXcnEwtISw,https://open.spotify.com/track/7vxB1UKExbA6nXcnEwtISw,0.614,0.809,4.0,-10.329,0.0,0.0579,0.141,0.00646,0.0904,0.749,111.188,audio_features,7vxB1UKExbA6nXcnEwtISw,https://api.spotify.com/v1/tracks/7vxB1UKExbA6nXcnEwtISw,https://api.spotify.com/v1/audio-analysis/7vxB1UKExbA6nXcnEwtISw,266267.0,4.0,,1
Stevie Ray Vaughan,Texas Flood,0,spotify:track:2BmCkduIQJCoXSR9IdEm8p,https://open.spotify.com/track/2BmCkduIQJCoXSR9IdEm8p,0.256,0.416,6.0,-11.977,1.0,0.0348,0.000763,0.349,0.303,0.479,172.014,audio_features,2BmCkduIQJCoXSR9IdEm8p,https://api.spotify.com/v1/tracks/2BmCkduIQJCoXSR9IdEm8p,https://api.spotify.com/v1/audio-analysis/2BmCkduIQJCoXSR9IdEm8p,320667.0,3.0,,7
Styx,Renegade,44,spotify:track:1FOUJzuApMpMM1wiuy3qfl,https://open.spotify.com/track/1FOUJzuApMpMM1wiuy3qfl,0.468,0.733,2.0,-6.36,0.0,0.0446,0.112,3.26e-06,0.153,0.681,105.793,audio_features,1FOUJzuApMpMM1wiuy3qfl,https://api.spotify.com/v1/tracks/1FOUJzuApMpMM1wiuy3qfl,https://api.spotify.com/v1/audio-analysis/1FOUJzuApMpMM1wiuy3qfl,253893.0,4.0,,11
Styx,Come Sail Away,50,spotify:track:11G0yprQtMU53BLPMSr093,https://open.spotify.com/track/11G0yprQtMU53BLPMSr093,0.285,0.56,0.0,-7.469,1.0,0.0305,0.13,1.1e-06,0.0987,0.122,147.696,audio_features,11G0yprQtMU53BLPMSr093,https://api.spotify.com/v1/tracks/11G0yprQtMU53BLPMSr093,https://api.spotify.com/v1/audio-analysis/11G0yprQtMU53BLPMSr093,365000.0,4.0,,18
Thao & The Get Down Stay Down,Holy Roller,0,spotify:track:42dOtVVffAOhB4S89PVIq5,https://open.spotify.com/track/42dOtVVffAOhB4S89PVIq5,0.73,0.59,1.0,-6.26,0.0,0.075,0.0759,0.000106,0.088,0.144,83.386,audio_features,42dOtVVffAOhB4S89PVIq5,https://api.spotify.com/v1/tracks/42dOtVVffAOhB4S89PVIq5,https://api.spotify.com/v1/audio-analysis/42dOtVVffAOhB4S89PVIq5,156147.0,4.0,,10
The Weeks,The House We Grew Up In,0,spotify:track:1jMbLW6OMcw66s58kDzVbM,https://open.spotify.com/track/1jMbLW6OMcw66s58kDzVbM,0.459,0.933,5.0,-3.572,1.0,0.0549,0.00515,0.0,0.0667,0.743,145.371,audio_features,1jMbLW6OMcw66s58kDzVbM,https://api.spotify.com/v1/tracks/1jMbLW6OMcw66s58kDzVbM,https://api.spotify.com/v1/audio-analysis/1jMbLW6OMcw66s58kDzVbM,250983.0,4.0,,3
The White Stripes,The Hardest Button To Button,0,spotify:track:1DH4YwHHGBkWO8dX3JISjl,https://open.spotify.com/track/1DH4YwHHGBkWO8dX3JISjl,0.693,0.539,7.0,-8.366,1.0,0.0796,0.00846,0.377,0.0953,0.535,128.414,audio_features,1DH4YwHHGBkWO8dX3JISjl,https://api.spotify.com/v1/tracks/1DH4YwHHGBkWO8dX3JISjl,https://api.spotify.com/v1/audio-analysis/1DH4YwHHGBkWO8dX3JISjl,212267.0,4.0,,17
ZZ Top,Gimme All Your Lovin',72,spotify:track:0OBwxFLu6Yj61s2OagYbgY,https://open.spotify.com/track/0OBwxFLu6Yj61s2OagYbgY,0.63,0.788,5.0,-6.7,1.0,0.0298,0.00322,0.0237,0.0883,0.63,120.059,audio_features,0OBwxFLu6Yj61s2OagYbgY,https://api.spotify.com/v1/tracks/0OBwxFLu6Yj61s2OagYbgY,https://api.spotify.com/v1/audio-analysis/0OBwxFLu6Yj61s2OagYbgY,241080.0,4.0,,1
ZZ Top,Sharp Dressed Man - 2008 Remaster,74,spotify:track:1UBQ5GK8JaQjm5VbkBZY66,https://open.spotify.com/track/1UBQ5GK8JaQjm5VbkBZY66,0.601,0.859,5.0,-5.263,1.0,0.0276,0.000359,0.00124,0.0871,0.446,125.145,audio_features,1UBQ5GK8JaQjm5VbkBZY66,https://api.spotify.com/v1/tracks/1UBQ5GK8JaQjm5VbkBZY66,https://api.spotify.com/v1/audio-analysis/1UBQ5GK8JaQjm5VbkBZY66,258027.0,4.0,,11
ZZ Top,Cheap Sunglasses - 2003 Remaster,24,spotify:track:6vEpsmul7iNUkMhUwrWixy,https://open.spotify.com/track/6vEpsmul7iNUkMhUwrWixy,0.636,0.68,5.0,-7.966,0.0,0.0501,0.241,0.00162,0.244,0.805,94.442,audio_features,6vEpsmul7iNUkMhUwrWixy,https://api.spotify.com/v1/tracks/6vEpsmul7iNUkMhUwrWixy,https://api.spotify.com/v1/audio-analysis/6vEpsmul7iNUkMhUwrWixy,286867.0,4.0,,1
ZZ Top,Tush,42,spotify:track:5QaQnaDC7nR1mkRN9zXNnS,https://open.spotify.com/track/5QaQnaDC7nR1mkRN9zXNnS,0.546,0.864,7.0,-7.632,1.0,0.0393,0.0908,0.00814,0.277,0.863,145.652,audio_features,5QaQnaDC7nR1mkRN9zXNnS,https://api.spotify.com/v1/tracks/5QaQnaDC7nR1mkRN9zXNnS,https://api.spotify.com/v1/audio-analysis/5QaQnaDC7nR1mkRN9zXNnS,137240.0,4.0,,6
Atlanta Rhythm Section,Takin' Care of Business - Re-Recorded,5,spotify:track:49uS5JPuokWk15iqcZZEmV,https://open.spotify.com/track/49uS5JPuokWk15iqcZZEmV,0.599,0.806,7.0,-2.432,0.0,0.0384,0.00119,0.000435,0.267,0.756,130.006,audio_features,49uS5JPuokWk15iqcZZEmV,https://api.spotify.com/v1/tracks/49uS5JPuokWk15iqcZZEmV,https://api.spotify.com/v1/audio-analysis/49uS5JPuokWk15iqcZZEmV,286920.0,4.0,,6
Bruce Springsteen,Born to Run,0,spotify:track:4SC78M8D02qy2v8Jf7b6ef,https://open.spotify.com/track/4SC78M8D02qy2v8Jf7b6ef,0.253,0.868,4.0,-9.773,1.0,0.073,0.0511,0.0,0.214,0.68,146.647,audio_features,4SC78M8D02qy2v8Jf7b6ef,https://api.spotify.com/v1/tracks/4SC78M8D02qy2v8Jf7b6ef,https://api.spotify.com/v1/audio-analysis/4SC78M8D02qy2v8Jf7b6ef,269200.0,4.0,,3
Eric Clapton,I Shot The Sheriff,8,spotify:track:5EIoj80HAUoDSB7kZ5Y65E,https://open.spotify.com/track/5EIoj80HAUoDSB7kZ5Y65E,0.732,0.651,7.0,-10.635,1.0,0.0539,0.0951,0.00621,0.112,0.647,94.434,audio_features,5EIoj80HAUoDSB7kZ5Y65E,https://api.spotify.com/v1/tracks/5EIoj80HAUoDSB7kZ5Y65E,https://api.spotify.com/v1/audio-analysis/5EIoj80HAUoDSB7kZ5Y65E,266691.0,4.0,,1
Eric Clapton,Cocaine,34,spotify:track:2wEyJ0yjLLuE8Nk74vvqZC,https://open.spotify.com/track/2wEyJ0yjLLuE8Nk74vvqZC,0.699,0.436,9.0,-15.289,1.0,0.029,0.0823,0.0458,0.302,0.66,105.223,audio_features,2wEyJ0yjLLuE8Nk74vvqZC,https://api.spotify.com/v1/tracks/2wEyJ0yjLLuE8Nk74vvqZC,https://api.spotify.com/v1/audio-analysis/2wEyJ0yjLLuE8Nk74vvqZC,218747.0,4.0,,2
Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 1999 Remaster",26,spotify:track:6YEOmCsXSk9ZPE0FkcCiuQ,https://open.spotify.com/track/6YEOmCsXSk9ZPE0FkcCiuQ,0.51,0.389,2.0,-14.317,0.0,0.0384,0.286,0.000398,0.644,0.621,94.04,audio_features,6YEOmCsXSk9ZPE0FkcCiuQ,https://api.spotify.com/v1/tracks/6YEOmCsXSk9ZPE0FkcCiuQ,https://api.spotify.com/v1/audio-analysis/6YEOmCsXSk9ZPE0FkcCiuQ,260440.0,4.0,,14
Tom Petty and the Heartbreakers,Mary Jane's Last Dance,0,spotify:track:5eYwDBLucWfWI5KsV7oYX2,https://open.spotify.com/track/5eYwDBLucWfWI5KsV7oYX2,0.402,0.814,10.0,-4.954,1.0,0.14,0.0383,1.19e-06,0.266,0.516,170.02,audio_features,5eYwDBLucWfWI5KsV7oYX2,https://api.spotify.com/v1/tracks/5eYwDBLucWfWI5KsV7oYX2,https://api.spotify.com/v1/audio-analysis/5eYwDBLucWfWI5KsV7oYX2,272267.0,4.0,,3
Tom Petty and the Heartbreakers,Runnin' Down A Dream,0,spotify:track:75wP08AtMfGfjk0nPdvVw3,https://open.spotify.com/track/75wP08AtMfGfjk0nPdvVw3,0.467,0.955,9.0,-6.043,1.0,0.0462,0.00072,0.426,0.494,0.68,169.776,audio_features,75wP08AtMfGfjk0nPdvVw3,https://api.spotify.com/v1/tracks/75wP08AtMfGfjk0nPdvVw3,https://api.spotify.com/v1/audio-analysis/75wP08AtMfGfjk0nPdvVw3,264333.0,4.0,,3
Tom Petty and the Heartbreakers,Learning To Fly,0,spotify:track:4DWzGxXc3shAzDGy2UIaL5,https://open.spotify.com/track/4DWzGxXc3shAzDGy2UIaL5,0.662,0.784,0.0,-9.252,1.0,0.0283,0.167,8.94e-05,0.239,0.945,116.769,audio_features,4DWzGxXc3shAzDGy2UIaL5,https://api.spotify.com/v1/tracks/4DWzGxXc3shAzDGy2UIaL5,https://api.spotify.com/v1/audio-analysis/4DWzGxXc3shAzDGy2UIaL5,241933.0,4.0,,1
Tom Petty and the Heartbreakers,Don't Do Me Like That,0,spotify:track:487KLCKteHJzeoGdbBrgkq,https://open.spotify.com/track/487KLCKteHJzeoGdbBrgkq,0.764,0.664,0.0,-7.868,1.0,0.0269,0.131,1.4e-05,0.0889,0.962,116.107,audio_features,487KLCKteHJzeoGdbBrgkq,https://api.spotify.com/v1/tracks/487KLCKteHJzeoGdbBrgkq,https://api.spotify.com/v1/audio-analysis/487KLCKteHJzeoGdbBrgkq,161600.0,4.0,,1
Tom Petty,Free Fallin',0,spotify:track:4Z0ZWdhqh1RWeIKLl7zC6J,https://open.spotify.com/track/4Z0ZWdhqh1RWeIKLl7zC6J,0.617,0.499,5.0,-11.574,1.0,0.0251,0.0703,0.0,0.0632,0.605,84.331,audio_features,4Z0ZWdhqh1RWeIKLl7zC6J,https://api.spotify.com/v1/tracks/4Z0ZWdhqh1RWeIKLl7zC6J,https://api.spotify.com/v1/audio-analysis/4Z0ZWdhqh1RWeIKLl7zC6J,255680.0,4.0,,10
Tom Petty and the Heartbreakers,Refugee,0,spotify:track:72HUyOvpvwX2Z2o2R3cf4X,https://open.spotify.com/track/72HUyOvpvwX2Z2o2R3cf4X,0.572,0.655,6.0,-8.183,0.0,0.0362,0.0288,3.24e-06,0.0635,0.815,116.02,audio_features,72HUyOvpvwX2Z2o2R3cf4X,https://api.spotify.com/v1/tracks/72HUyOvpvwX2Z2o2R3cf4X,https://api.spotify.com/v1/audio-analysis/72HUyOvpvwX2Z2o2R3cf4X,202000.0,4.0,,1
Tom Petty and the Heartbreakers,American Girl,0,spotify:track:67SMaSkF6rOBiTkwLCMUIW,https://open.spotify.com/track/67SMaSkF6rOBiTkwLCMUIW,0.543,0.796,2.0,-5.994,1.0,0.0354,0.339,4.2e-05,0.469,0.714,114.515,audio_features,67SMaSkF6rOBiTkwLCMUIW,https://api.spotify.com/v1/tracks/67SMaSkF6rOBiTkwLCMUIW,https://api.spotify.com/v1/audio-analysis/67SMaSkF6rOBiTkwLCMUIW,212493.0,4.0,,6
John Mellencamp,Jack & Diane,0,spotify:track:3vmOEg3JBiNxaz0mHxPSPC,https://open.spotify.com/track/3vmOEg3JBiNxaz0mHxPSPC,0.812,0.407,9.0,-8.152,1.0,0.0433,0.0338,3.83e-06,0.0555,0.584,103.968,audio_features,3vmOEg3JBiNxaz0mHxPSPC,https://api.spotify.com/v1/tracks/3vmOEg3JBiNxaz0mHxPSPC,https://api.spotify.com/v1/audio-analysis/3vmOEg3JBiNxaz0mHxPSPC,256093.0,4.0,,1
John Mellencamp,Hurts So Good,0,spotify:track:3D9aRFIrFGDnBJAmP6ODYW,https://open.spotify.com/track/3D9aRFIrFGDnBJAmP6ODYW,0.809,0.739,9.0,-5.35,1.0,0.0358,0.0409,0.000163,0.0929,0.971,125.456,audio_features,3D9aRFIrFGDnBJAmP6ODYW,https://api.spotify.com/v1/tracks/3D9aRFIrFGDnBJAmP6ODYW,https://api.spotify.com/v1/audio-analysis/3D9aRFIrFGDnBJAmP6ODYW,219360.0,4.0,,1
John Mellencamp,Small Town,0,spotify:track:4oE8zFdponjE1mtTi4geXA,https://open.spotify.com/track/4oE8zFdponjE1mtTi4geXA,0.663,0.904,11.0,-2.656,1.0,0.033,0.182,0.00523,0.354,0.695,123.155,audio_features,4oE8zFdponjE1mtTi4geXA,https://api.spotify.com/v1/tracks/4oE8zFdponjE1mtTi4geXA,https://api.spotify.com/v1/audio-analysis/4oE8zFdponjE1mtTi4geXA,221440.0,4.0,,6
Thao & The Get Down Stay Down,With A Girl Like You,0,spotify:track:1hMPPomqvGN3dXDWXvULqX,https://open.spotify.com/track/1hMPPomqvGN3dXDWXvULqX,0.715,0.728,11.0,-5.67,1.0,0.0335,0.194,1.44e-06,0.162,0.806,112.384,audio_features,1hMPPomqvGN3dXDWXvULqX,https://api.spotify.com/v1/tracks/1hMPPomqvGN3dXDWXvULqX,https://api.spotify.com/v1/audio-analysis/1hMPPomqvGN3dXDWXvULqX,128916.0,4.0,,1
Frank Turner,Build Me Up Buttercup,0,spotify:track:4K3MjRu2klKom5Ln8rUiG2,https://open.spotify.com/track/4K3MjRu2klKom5Ln8rUiG2,0.611,0.43,0.0,-4.903,1.0,0.0324,0.775,0.0,0.127,0.42,120.008,audio_features,4K3MjRu2klKom5Ln8rUiG2,https://api.spotify.com/v1/tracks/4K3MjRu2klKom5Ln8rUiG2,https://api.spotify.com/v1/audio-analysis/4K3MjRu2klKom5Ln8rUiG2,186587.0,4.0,,2
fun.,Some Nights,71,spotify:track:6t6oULCRS6hnI7rm0h5gwl,https://open.spotify.com/track/6t6oULCRS6hnI7rm0h5gwl,0.672,0.738,0.0,-7.045,1.0,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,audio_features,6t6oULCRS6hnI7rm0h5gwl,https://api.spotify.com/v1/tracks/6t6oULCRS6hnI7rm0h5gwl,https://api.spotify.com/v1/audio-analysis/6t6oULCRS6hnI7rm0h5gwl,277040.0,4.0,,11
Neon Trees,Everybody Talks,39,spotify:track:6MdPvaZn1TGIEhpWc8EdOH,https://open.spotify.com/track/6MdPvaZn1TGIEhpWc8EdOH,0.471,0.924,8.0,-3.906,1.0,0.0586,0.00301,0.0,0.313,0.725,154.961,audio_features,6MdPvaZn1TGIEhpWc8EdOH,https://api.spotify.com/v1/tracks/6MdPvaZn1TGIEhpWc8EdOH,https://api.spotify.com/v1/audio-analysis/6MdPvaZn1TGIEhpWc8EdOH,177280.0,4.0,,3
The Gaslight Anthem,Great Expectations,0,spotify:track:4MYXX2kUtfOIYrnbP75Atg,https://open.spotify.com/track/4MYXX2kUtfOIYrnbP75Atg,0.552,0.886,10.0,-7.664,1.0,0.0581,0.000799,0.0,0.372,0.539,123.973,audio_features,4MYXX2kUtfOIYrnbP75Atg,https://api.spotify.com/v1/tracks/4MYXX2kUtfOIYrnbP75Atg,https://api.spotify.com/v1/audio-analysis/4MYXX2kUtfOIYrnbP75Atg,189507.0,4.0,,6
The Gaslight Anthem,Miles Davis & The Cool,0,spotify:track:5ZzoWUrX3uDTQVw7kEnJsf,https://open.spotify.com/track/5ZzoWUrX3uDTQVw7kEnJsf,0.555,0.86,9.0,-7.972,1.0,0.0409,0.028,2.56e-06,0.0649,0.63,147.974,audio_features,5ZzoWUrX3uDTQVw7kEnJsf,https://api.spotify.com/v1/tracks/5ZzoWUrX3uDTQVw7kEnJsf,https://api.spotify.com/v1/audio-analysis/5ZzoWUrX3uDTQVw7kEnJsf,256440.0,4.0,,3
Weezer,Buddy Holly,0,spotify:track:7GptbanebPZYkLPvjNfd6m,https://open.spotify.com/track/7GptbanebPZYkLPvjNfd6m,0.535,0.931,8.0,-4.012,1.0,0.0451,0.00611,7.26e-05,0.0887,0.825,120.958,audio_features,7GptbanebPZYkLPvjNfd6m,https://api.spotify.com/v1/tracks/7GptbanebPZYkLPvjNfd6m,https://api.spotify.com/v1/audio-analysis/7GptbanebPZYkLPvjNfd6m,159587.0,4.0,,1
Ace of Base,The Sign,0,spotify:track:68C7Q9IW70v5uaXSXyWVm3,https://open.spotify.com/track/68C7Q9IW70v5uaXSXyWVm3,0.802,0.828,4.0,-6.366,0.0,0.0426,0.0127,0.0683,0.0293,0.946,97.01,audio_features,68C7Q9IW70v5uaXSXyWVm3,https://api.spotify.com/v1/tracks/68C7Q9IW70v5uaXSXyWVm3,https://api.spotify.com/v1/audio-analysis/68C7Q9IW70v5uaXSXyWVm3,189787.0,4.0,,1
Toad The Wet Sprocket,All I Want,57,spotify:track:2GHYJ0dhVds3PODKnTdiGE,https://open.spotify.com/track/2GHYJ0dhVds3PODKnTdiGE,0.6,0.811,5.0,-7.693,1.0,0.0788,0.0558,6.82e-06,0.109,0.622,124.303,audio_features,2GHYJ0dhVds3PODKnTdiGE,https://api.spotify.com/v1/tracks/2GHYJ0dhVds3PODKnTdiGE,https://api.spotify.com/v1/audio-analysis/2GHYJ0dhVds3PODKnTdiGE,196116.0,4.0,,1
Kris Kross,Jump,68,spotify:track:27AHAtAirQapVldIm4c9ZX,https://open.spotify.com/track/27AHAtAirQapVldIm4c9ZX,0.749,0.745,2.0,-10.625,1.0,0.164,0.000501,0.00403,0.333,0.481,101.972,audio_features,27AHAtAirQapVldIm4c9ZX,https://api.spotify.com/v1/tracks/27AHAtAirQapVldIm4c9ZX,https://api.spotify.com/v1/audio-analysis/27AHAtAirQapVldIm4c9ZX,195107.0,4.0,,6
Chumbawamba,Tubthumping,63,spotify:track:5YScXJKtefsgdskIy60N7A,https://open.spotify.com/track/5YScXJKtefsgdskIy60N7A,0.263,0.871,2.0,-7.496,1.0,0.131,0.106,0.0,0.363,0.622,206.68,audio_features,5YScXJKtefsgdskIy60N7A,https://api.spotify.com/v1/tracks/5YScXJKtefsgdskIy60N7A,https://api.spotify.com/v1/audio-analysis/5YScXJKtefsgdskIy60N7A,278960.0,4.0,,3
Christina Aguilera,Genie In A Bottle (Album Version),0,spotify:track:4gW7mm93XKmqdPduQ3bpqS,https://open.spotify.com/track/4gW7mm93XKmqdPduQ3bpqS,0.618,0.794,1.0,-6.985,1.0,0.126,0.173,0.000226,0.144,0.928,175.822,audio_features,4gW7mm93XKmqdPduQ3bpqS,https://api.spotify.com/v1/tracks/4gW7mm93XKmqdPduQ3bpqS,https://api.spotify.com/v1/audio-analysis/4gW7mm93XKmqdPduQ3bpqS,217893.0,4.0,,3
Backstreet Boys,We've Got It Goin' On - Radio Edit,48,spotify:track:2rtDTRFjBoqyj2rgi5mOAF,https://open.spotify.com/track/2rtDTRFjBoqyj2rgi5mOAF,0.758,0.875,3.0,-4.518,0.0,0.0363,0.0851,0.0,0.227,0.91,112.966,audio_features,2rtDTRFjBoqyj2rgi5mOAF,https://api.spotify.com/v1/tracks/2rtDTRFjBoqyj2rgi5mOAF,https://api.spotify.com/v1/audio-analysis/2rtDTRFjBoqyj2rgi5mOAF,219467.0,4.0,,1
The Notorious B.I.G.,Big Poppa - 2007 Remaster,46,spotify:track:3dbCYM0LJR8tiL0W1XXmpK,https://open.spotify.com/track/3dbCYM0LJR8tiL0W1XXmpK,0.723,0.73,9.0,-4.573,0.0,0.287,0.268,0.0,0.0639,0.764,84.708,audio_features,3dbCYM0LJR8tiL0W1XXmpK,https://api.spotify.com/v1/tracks/3dbCYM0LJR8tiL0W1XXmpK,https://api.spotify.com/v1/audio-analysis/3dbCYM0LJR8tiL0W1XXmpK,249587.0,4.0,,5
