artist,song,popularity,uri,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,0,clusters
Lorde,400 Lux,0,spotify:track:7ynvnjTj1XI8ByUq3F8MUw,https://open.spotify.com/track/7ynvnjTj1XI8ByUq3F8MUw,0.512,0.474,2.0,-8.36,1.0,0.0371,0.0787,0.00345,0.134,0.194,183.991,audio_features,7ynvnjTj1XI8ByUq3F8MUw,https://api.spotify.com/v1/tracks/7ynvnjTj1XI8ByUq3F8MUw,https://api.spotify.com/v1/audio-analysis/7ynvnjTj1XI8ByUq3F8MUw,234286.0,4.0,,18
The Whitest Boy Alive,1517,0,spotify:track:4wHh4AljzbSGMJvynLgK1q,https://open.spotify.com/track/4wHh4AljzbSGMJvynLgK1q,0.784,0.539,11.0,-7.676,0.0,0.0406,0.317,0.377,0.0989,0.962,122.53,audio_features,4wHh4AljzbSGMJvynLgK1q,https://api.spotify.com/v1/tracks/4wHh4AljzbSGMJvynLgK1q,https://api.spotify.com/v1/audio-analysis/4wHh4AljzbSGMJvynLgK1q,221227.0,4.0,,1
Jean Leloup,1990 - Danse Mix,22,spotify:track:2UFEbNhbk9GsxCigXPq3XI,https://open.spotify.com/track/2UFEbNhbk9GsxCigXPq3XI,0.599,0.939,2.0,-5.714,1.0,0.0746,0.000555,0.0,0.0947,0.648,121.853,audio_features,2UFEbNhbk9GsxCigXPq3XI,https://api.spotify.com/v1/tracks/2UFEbNhbk9GsxCigXPq3XI,https://api.spotify.com/v1/audio-analysis/2UFEbNhbk9GsxCigXPq3XI,308427.0,4.0,,11
Cage The Elephant,2024,0,spotify:track:7IcXkPWjwqUCCkI2mUf02h,https://open.spotify.com/track/7IcXkPWjwqUCCkI2mUf02h,0.243,0.984,10.0,-3.384,0.0,0.323,2.32e-05,0.00938,0.131,0.239,180.979,audio_features,7IcXkPWjwqUCCkI2mUf02h,https://api.spotify.com/v1/tracks/7IcXkPWjwqUCCkI2mUf02h,https://api.spotify.com/v1/audio-analysis/7IcXkPWjwqUCCkI2mUf02h,190333.0,4.0,,3
Vampire Weekend,A-Punk,0,spotify:track:1595LW73XBxkRk2ciQOHfr,https://open.spotify.com/track/1595LW73XBxkRk2ciQOHfr,0.548,0.816,2.0,-4.478,1.0,0.0499,0.0104,0.0543,0.152,0.857,174.993,audio_features,1595LW73XBxkRk2ciQOHfr,https://api.spotify.com/v1/tracks/1595LW73XBxkRk2ciQOHfr,https://api.spotify.com/v1/audio-analysis/1595LW73XBxkRk2ciQOHfr,137760.0,4.0,,3
John Williams,The Abduction,30,spotify:track:2vEkF5UazjaBL6CpG2BZgq,https://open.spotify.com/track/2vEkF5UazjaBL6CpG2BZgq,0.159,0.23,2.0,-15.441,0.0,0.033,0.672,0.848,0.0951,0.0632,84.933,audio_features,2vEkF5UazjaBL6CpG2BZgq,https://api.spotify.com/v1/tracks/2vEkF5UazjaBL6CpG2BZgq,https://api.spotify.com/v1/audio-analysis/2vEkF5UazjaBL6CpG2BZgq,145293.0,4.0,,15
Cage The Elephant,Aberdeen,0,spotify:track:6GWS0Nb3ybf3tQXZ0FlfZf,https://open.spotify.com/track/6GWS0Nb3ybf3tQXZ0FlfZf,0.154,0.972,7.0,-3.626,1.0,0.111,0.000913,0.247,0.368,0.213,205.467,audio_features,6GWS0Nb3ybf3tQXZ0FlfZf,https://api.spotify.com/v1/tracks/6GWS0Nb3ybf3tQXZ0FlfZf,https://api.spotify.com/v1/audio-analysis/6GWS0Nb3ybf3tQXZ0FlfZf,192920.0,4.0,,3
The Whitest Boy Alive,Above You,0,spotify:track:5FcjGGKpQx6dvuGcbAcFtC,https://open.spotify.com/track/5FcjGGKpQx6dvuGcbAcFtC,0.725,0.774,4.0,-6.402,0.0,0.174,0.135,0.126,0.0844,0.72,78.976,audio_features,5FcjGGKpQx6dvuGcbAcFtC,https://api.spotify.com/v1/tracks/5FcjGGKpQx6dvuGcbAcFtC,https://api.spotify.com/v1/audio-analysis/5FcjGGKpQx6dvuGcbAcFtC,194960.0,4.0,,1
Sufjan Stevens,Abraham,0,spotify:track:4YpfqCRwb3ttShlTNaB2jU,https://open.spotify.com/track/4YpfqCRwb3ttShlTNaB2jU,0.365,0.0299,6.0,-20.546,1.0,0.0709,0.946,0.49,0.111,0.255,80.762,audio_features,4YpfqCRwb3ttShlTNaB2jU,https://api.spotify.com/v1/tracks/4YpfqCRwb3ttShlTNaB2jU,https://api.spotify.com/v1/audio-analysis/4YpfqCRwb3ttShlTNaB2jU,153693.0,4.0,,15
The Beatles,Across The Universe - Take 2 / Anthology 2 Version,33,spotify:track:00fyPXxe2SCBHnFwEO9Eh1,https://open.spotify.com/track/00fyPXxe2SCBHnFwEO9Eh1,0.488,0.341,2.0,-11.907,1.0,0.0256,0.681,0.0,0.0844,0.463,79.377,audio_features,00fyPXxe2SCBHnFwEO9Eh1,https://api.spotify.com/v1/tracks/00fyPXxe2SCBHnFwEO9Eh1,https://api.spotify.com/v1/audio-analysis/00fyPXxe2SCBHnFwEO9Eh1,212120.0,4.0,,0
The Beatles,Across The Universe - World Wildlife Fund Version / Remastered 2009,37,spotify:track:691jw4auDZjaTOwUJmtoSy,https://open.spotify.com/track/691jw4auDZjaTOwUJmtoSy,0.461,0.575,10.0,-10.709,1.0,0.0538,0.517,0.0,0.138,0.549,82.634,audio_features,691jw4auDZjaTOwUJmtoSy,https://api.spotify.com/v1/tracks/691jw4auDZjaTOwUJmtoSy,https://api.spotify.com/v1/audio-analysis/691jw4auDZjaTOwUJmtoSy,229173.0,4.0,,10
The Beatles,Across The Universe - Remastered 2009,67,spotify:track:4dkoqJrP0L8FXftrMZongF,https://open.spotify.com/track/4dkoqJrP0L8FXftrMZongF,0.257,0.412,1.0,-11.788,1.0,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,audio_features,4dkoqJrP0L8FXftrMZongF,https://api.spotify.com/v1/tracks/4dkoqJrP0L8FXftrMZongF,https://api.spotify.com/v1/audio-analysis/4dkoqJrP0L8FXftrMZongF,228133.0,4.0,,18
The Beatles,Across The Universe - Remastered 2009,39,spotify:track:2Yh0H2OXI2UItG9GGfQzlK,https://open.spotify.com/track/2Yh0H2OXI2UItG9GGfQzlK,0.252,0.395,1.0,-12.323,1.0,0.0283,0.405,0.000119,0.0635,0.84,154.06,audio_features,2Yh0H2OXI2UItG9GGfQzlK,https://api.spotify.com/v1/tracks/2Yh0H2OXI2UItG9GGfQzlK,https://api.spotify.com/v1/audio-analysis/2Yh0H2OXI2UItG9GGfQzlK,229787.0,4.0,,18
The Beatles,Act Naturally - Remastered 2009,49,spotify:track:0IxxqsYBcCHEQ1HqLYJnwx,https://open.spotify.com/track/0IxxqsYBcCHEQ1HqLYJnwx,0.702,0.447,7.0,-10.122,1.0,0.0308,0.366,0.0,0.153,0.944,93.02,audio_features,0IxxqsYBcCHEQ1HqLYJnwx,https://api.spotify.com/v1/tracks/0IxxqsYBcCHEQ1HqLYJnwx,https://api.spotify.com/v1/audio-analysis/0IxxqsYBcCHEQ1HqLYJnwx,150373.0,4.0,,2
Lester Young,Ad Lib Blues,0,spotify:track:1aQmitUScES0kpdge6BtF4,https://open.spotify.com/track/1aQmitUScES0kpdge6BtF4,0.704,0.317,0.0,-13.127,1.0,0.0551,0.956,0.499,0.139,0.783,108.165,audio_features,1aQmitUScES0kpdge6BtF4,https://api.spotify.com/v1/tracks/1aQmitUScES0kpdge6BtF4,https://api.spotify.com/v1/audio-analysis/1aQmitUScES0kpdge6BtF4,354333.0,4.0,,4
Amy Winehouse,Addicted,44,spotify:track:7or26qS3BfpTtWO3BFw5GE,https://open.spotify.com/track/7or26qS3BfpTtWO3BFw5GE,0.786,0.846,8.0,-3.752,1.0,0.0391,0.00144,0.0172,0.101,0.695,107.976,audio_features,7or26qS3BfpTtWO3BFw5GE,https://api.spotify.com/v1/tracks/7or26qS3BfpTtWO3BFw5GE,https://api.spotify.com/v1/audio-analysis/7or26qS3BfpTtWO3BFw5GE,165120.0,4.0,,1
Alvvays,Adult Diversion,38,spotify:track:22cDldSuj9rgIMXwn4Ofn0,https://open.spotify.com/track/22cDldSuj9rgIMXwn4Ofn0,0.327,0.948,8.0,-4.355,1.0,0.0711,0.0355,0.515,0.126,0.469,177.328,audio_features,22cDldSuj9rgIMXwn4Ofn0,https://api.spotify.com/v1/tracks/22cDldSuj9rgIMXwn4Ofn0,https://api.spotify.com/v1/audio-analysis/22cDldSuj9rgIMXwn4Ofn0,207640.0,4.0,,3
Patrick Watson,Adventures in Your Own Backyard,28,spotify:track:5MbRyPfgokD3c6nxCV7TFG,https://open.spotify.com/track/5MbRyPfgokD3c6nxCV7TFG,0.353,0.547,5.0,-9.793,0.0,0.0364,0.126,0.116,0.323,0.213,146.043,audio_features,5MbRyPfgokD3c6nxCV7TFG,https://api.spotify.com/v1/tracks/5MbRyPfgokD3c6nxCV7TFG,https://api.spotify.com/v1/audio-analysis/5MbRyPfgokD3c6nxCV7TFG,291440.0,3.0,,7
Daft Punk,Aerodynamic,62,spotify:track:3H3cOQ6LBLSvmcaV7QkZEu,https://open.spotify.com/track/3H3cOQ6LBLSvmcaV7QkZEu,0.624,0.911,7.0,-7.482,1.0,0.0524,0.329,0.861,0.0727,0.135,122.902,audio_features,3H3cOQ6LBLSvmcaV7QkZEu,https://api.spotify.com/v1/tracks/3H3cOQ6LBLSvmcaV7QkZEu,https://api.spotify.com/v1/audio-analysis/3H3cOQ6LBLSvmcaV7QkZEu,212547.0,4.0,,17
Hans Zimmer,Afraid of Time,0,spotify:track:3Vef8GlFWEzrP23UwHjWWl,https://open.spotify.com/track/3Vef8GlFWEzrP23UwHjWWl,0.251,0.00342,9.0,-38.794,0.0,0.0433,0.919,0.0255,0.117,0.0504,119.997,audio_features,3Vef8GlFWEzrP23UwHjWWl,https://api.spotify.com/v1/tracks/3Vef8GlFWEzrP23UwHjWWl,https://api.spotify.com/v1/audio-analysis/3Vef8GlFWEzrP23UwHjWWl,152673.0,3.0,,15
Arcade Fire,Afterlife,0,spotify:track:6D43oUO6nImERk2psfXdNY,https://open.spotify.com/track/6D43oUO6nImERk2psfXdNY,0.638,0.873,11.0,-5.545,1.0,0.0363,0.0943,0.0395,0.226,0.682,115.95,audio_features,6D43oUO6nImERk2psfXdNY,https://api.spotify.com/v1/tracks/6D43oUO6nImERk2psfXdNY,https://api.spotify.com/v1/audio-analysis/6D43oUO6nImERk2psfXdNY,352755.0,4.0,,1
Sufjan Stevens,Ah Holy Jesus,0,spotify:track:7H819kvtogxVpKDFplUFKc,https://open.spotify.com/track/7H819kvtogxVpKDFplUFKc,0.161,0.176,8.0,-14.604,1.0,0.0446,0.986,0.000232,0.178,0.0808,67.503,audio_features,7H819kvtogxVpKDFplUFKc,https://api.spotify.com/v1/tracks/7H819kvtogxVpKDFplUFKc,https://api.spotify.com/v1/audio-analysis/7H819kvtogxVpKDFplUFKc,161653.0,4.0,,0
Sufjan Stevens,Ah Holy Jesus (a capella),0,spotify:track:67kwRadxmmURPuWIpEyymY,https://open.spotify.com/track/67kwRadxmmURPuWIpEyymY,0.16,0.17,8.0,-20.478,1.0,0.0376,0.994,0.763,0.0941,0.0399,134.526,audio_features,67kwRadxmmURPuWIpEyymY,https://api.spotify.com/v1/tracks/67kwRadxmmURPuWIpEyymY,https://api.spotify.com/v1/audio-analysis/67kwRadxmmURPuWIpEyymY,59880.0,4.0,,15
Sufjan Stevens,Ah Holy Jesus (with reed organ),0,spotify:track:1FEYWXG23hr3m2vXHpbZeq,https://open.spotify.com/track/1FEYWXG23hr3m2vXHpbZeq,0.296,0.164,5.0,-12.602,0.0,0.0348,0.959,0.0,0.201,0.253,85.346,audio_features,1FEYWXG23hr3m2vXHpbZeq,https://api.spotify.com/v1/tracks/1FEYWXG23hr3m2vXHpbZeq,https://api.spotify.com/v1/audio-analysis/1FEYWXG23hr3m2vXHpbZeq,88800.0,4.0,,0
Cage The Elephant,Ain't No Rest For The Wicked,0,spotify:track:1SfOQKZv0c9FqNXd2Kjt6P,https://open.spotify.com/track/1SfOQKZv0c9FqNXd2Kjt6P,0.639,0.908,0.0,-5.575,1.0,0.138,0.0735,0.0,0.553,0.926,156.029,audio_features,1SfOQKZv0c9FqNXd2Kjt6P,https://api.spotify.com/v1/tracks/1SfOQKZv0c9FqNXd2Kjt6P,https://api.spotify.com/v1/audio-analysis/1SfOQKZv0c9FqNXd2Kjt6P,175467.0,4.0,,6
The Beatles,Ain't She Sweet - Anthology 1 Version,40,spotify:track:3OUpVpFeNx5jeInhHqiNfs,https://open.spotify.com/track/3OUpVpFeNx5jeInhHqiNfs,0.495,0.854,4.0,-5.699,1.0,0.0434,0.208,0.0,0.0371,0.819,77.967,audio_features,3OUpVpFeNx5jeInhHqiNfs,https://api.spotify.com/v1/tracks/3OUpVpFeNx5jeInhHqiNfs,https://api.spotify.com/v1/audio-analysis/3OUpVpFeNx5jeInhHqiNfs,133347.0,4.0,,1
The Beatles,Ain't She Sweet - Anthology 3 Version,26,spotify:track:2zsz6dip4W83IlAgp2zP4Y,https://open.spotify.com/track/2zsz6dip4W83IlAgp2zP4Y,0.81,0.502,4.0,-10.399,1.0,0.0541,0.0805,0.0564,0.177,0.685,121.466,audio_features,2zsz6dip4W83IlAgp2zP4Y,https://api.spotify.com/v1/tracks/2zsz6dip4W83IlAgp2zP4Y,https://api.spotify.com/v1/audio-analysis/2zsz6dip4W83IlAgp2zP4Y,128480.0,4.0,,1
Radiohead,Airbag,0,spotify:track:3OsUjkcv1C1v5udFhgRSFg,https://open.spotify.com/track/3OsUjkcv1C1v5udFhgRSFg,0.306,0.872,2.0,-7.313,1.0,0.05,0.00792,0.8,0.261,0.648,167.946,audio_features,3OsUjkcv1C1v5udFhgRSFg,https://api.spotify.com/v1/tracks/3OsUjkcv1C1v5udFhgRSFg,https://api.spotify.com/v1/audio-analysis/3OsUjkcv1C1v5udFhgRSFg,287880.0,4.0,,17
Karkwa,À La Chaîne,12,spotify:track:2Ol6GoKiAvPOyk52QIQvf7,https://open.spotify.com/track/2Ol6GoKiAvPOyk52QIQvf7,0.314,0.874,9.0,-6.33,1.0,0.0398,0.05,0.0784,0.411,0.398,159.829,audio_features,2Ol6GoKiAvPOyk52QIQvf7,https://api.spotify.com/v1/tracks/2Ol6GoKiAvPOyk52QIQvf7,https://api.spotify.com/v1/audio-analysis/2Ol6GoKiAvPOyk52QIQvf7,265573.0,4.0,,3
Karkwa,Alaska,7,spotify:track:1mYPdmzGjsYpWnFF2XO3MJ,https://open.spotify.com/track/1mYPdmzGjsYpWnFF2XO3MJ,0.216,0.517,2.0,-8.211,0.0,0.0325,0.0366,0.318,0.35,0.129,99.434,audio_features,1mYPdmzGjsYpWnFF2XO3MJ,https://api.spotify.com/v1/tracks/1mYPdmzGjsYpWnFF2XO3MJ,https://api.spotify.com/v1/audio-analysis/1mYPdmzGjsYpWnFF2XO3MJ,322547.0,3.0,,7
Jean Leloup,Alger,21,spotify:track:4knSB7lhQAtO6UqUeaGox8,https://open.spotify.com/track/4knSB7lhQAtO6UqUeaGox8,0.792,0.892,7.0,-5.626,1.0,0.171,0.109,0.0,0.0695,0.816,108.305,audio_features,4knSB7lhQAtO6UqUeaGox8,https://api.spotify.com/v1/tracks/4knSB7lhQAtO6UqUeaGox8,https://api.spotify.com/v1/audio-analysis/4knSB7lhQAtO6UqUeaGox8,208787.0,4.0,,1
Fleece,Aliens,0,spotify:track:27U2Idl2Jl63dltNrgP6rm,https://open.spotify.com/track/27U2Idl2Jl63dltNrgP6rm,0.426,0.502,1.0,-11.085,0.0,0.0296,0.582,0.206,0.123,0.153,130.018,audio_features,27U2Idl2Jl63dltNrgP6rm,https://api.spotify.com/v1/tracks/27U2Idl2Jl63dltNrgP6rm,https://api.spotify.com/v1/audio-analysis/27U2Idl2Jl63dltNrgP6rm,254852.0,3.0,,9
Daft Punk,Alive,30,spotify:track:0HadrlP2mwJidGF3pyBX4H,https://open.spotify.com/track/0HadrlP2mwJidGF3pyBX4H,0.723,0.716,3.0,-6.407,0.0,0.0437,5.42e-05,0.905,0.072,0.0748,128.701,audio_features,0HadrlP2mwJidGF3pyBX4H,https://api.spotify.com/v1/tracks/0HadrlP2mwJidGF3pyBX4H,https://api.spotify.com/v1/audio-analysis/0HadrlP2mwJidGF3pyBX4H,316253.0,4.0,,17
Daft Punk,Alive,48,spotify:track:1PH5Es89c1cENU8WVuWwbp,https://open.spotify.com/track/1PH5Es89c1cENU8WVuWwbp,0.723,0.716,3.0,-6.407,0.0,0.0437,5.42e-05,0.905,0.072,0.0748,128.701,audio_features,1PH5Es89c1cENU8WVuWwbp,https://api.spotify.com/v1/tracks/1PH5Es89c1cENU8WVuWwbp,https://api.spotify.com/v1/audio-analysis/1PH5Es89c1cENU8WVuWwbp,316253.0,4.0,,17
Brazilian Girls,All About Us,14,spotify:track:22ZIa4vKhUFzb4YZqp7g94,https://open.spotify.com/track/22ZIa4vKhUFzb4YZqp7g94,0.729,0.767,3.0,-6.809,0.0,0.0621,0.121,0.0294,0.0839,0.748,119.965,audio_features,22ZIa4vKhUFzb4YZqp7g94,https://api.spotify.com/v1/tracks/22ZIa4vKhUFzb4YZqp7g94,https://api.spotify.com/v1/audio-analysis/22ZIa4vKhUFzb4YZqp7g94,240360.0,4.0,,1
Humble Braggers,All Alone,0,spotify:track:5GRhjCK4XgTajZvcP8FsRw,https://open.spotify.com/track/5GRhjCK4XgTajZvcP8FsRw,0.432,0.796,0.0,-9.39,1.0,0.0546,0.000613,1.79e-05,0.239,0.183,119.997,audio_features,5GRhjCK4XgTajZvcP8FsRw,https://api.spotify.com/v1/tracks/5GRhjCK4XgTajZvcP8FsRw,https://api.spotify.com/v1/audio-analysis/5GRhjCK4XgTajZvcP8FsRw,216911.0,4.0,,11
The Whitest Boy Alive,All Ears,0,spotify:track:2hkfe7ug1Wabzapt5HQec4,https://open.spotify.com/track/2hkfe7ug1Wabzapt5HQec4,0.457,0.0952,2.0,-15.476,1.0,0.0413,0.693,0.032,0.113,0.138,139.432,audio_features,2hkfe7ug1Wabzapt5HQec4,https://api.spotify.com/v1/tracks/2hkfe7ug1Wabzapt5HQec4,https://api.spotify.com/v1/audio-analysis/2hkfe7ug1Wabzapt5HQec4,199760.0,5.0,,0
Nick Galemore,All Goes Wrong,0,spotify:track:1Lwux3cAXrUG3UWjUEGteT,https://open.spotify.com/track/1Lwux3cAXrUG3UWjUEGteT,0.665,0.809,9.0,-8.263,1.0,0.0391,0.0382,0.855,0.378,0.472,120.009,audio_features,1Lwux3cAXrUG3UWjUEGteT,https://api.spotify.com/v1/tracks/1Lwux3cAXrUG3UWjUEGteT,https://api.spotify.com/v1/audio-analysis/1Lwux3cAXrUG3UWjUEGteT,482223.0,4.0,,8
Vance Joy,All I Ever Wanted,38,spotify:track:62nFeTispaiYq1KzGrONsl,https://open.spotify.com/track/62nFeTispaiYq1KzGrONsl,0.518,0.624,0.0,-6.134,1.0,0.0256,0.0312,0.000171,0.131,0.241,87.565,audio_features,62nFeTispaiYq1KzGrONsl,https://api.spotify.com/v1/tracks/62nFeTispaiYq1KzGrONsl,https://api.spotify.com/v1/audio-analysis/62nFeTispaiYq1KzGrONsl,216880.0,4.0,,10
Radiohead,All I Need,0,spotify:track:51ygW389BW4Dut3B69pSwc,https://open.spotify.com/track/51ygW389BW4Dut3B69pSwc,0.668,0.477,4.0,-8.709,0.0,0.0358,0.517,0.446,0.139,0.0966,88.005,audio_features,51ygW389BW4Dut3B69pSwc,https://api.spotify.com/v1/tracks/51ygW389BW4Dut3B69pSwc,https://api.spotify.com/v1/audio-analysis/51ygW389BW4Dut3B69pSwc,228747.0,4.0,,10
Bahamas,All I've Ever Known,0,spotify:track:0MOMLuhHqNgJ7uAceOPmfj,https://open.spotify.com/track/0MOMLuhHqNgJ7uAceOPmfj,0.669,0.203,5.0,-11.059,1.0,0.0317,0.706,0.221,0.107,0.265,125.864,audio_features,0MOMLuhHqNgJ7uAceOPmfj,https://api.spotify.com/v1/tracks/0MOMLuhHqNgJ7uAceOPmfj,https://api.spotify.com/v1/audio-analysis/0MOMLuhHqNgJ7uAceOPmfj,375973.0,4.0,,0
The Beatles,All I've Got To Do - Remastered 2009,53,spotify:track:5tztLBvTlNC15Np2tnQ5Ll,https://open.spotify.com/track/5tztLBvTlNC15Np2tnQ5Ll,0.49,0.579,1.0,-10.301,0.0,0.0344,0.217,0.0,0.0644,0.879,119.403,audio_features,5tztLBvTlNC15Np2tnQ5Ll,https://api.spotify.com/v1/tracks/5tztLBvTlNC15Np2tnQ5Ll,https://api.spotify.com/v1/audio-analysis/5tztLBvTlNC15Np2tnQ5Ll,122573.0,4.0,,1
Björk,All Is Full of Love,44,spotify:track:3rrtbnOBDzKQfyYKTezEFe,https://open.spotify.com/track/3rrtbnOBDzKQfyYKTezEFe,0.481,0.49,6.0,-10.098,1.0,0.0271,0.0536,0.123,0.0915,0.0378,152.04,audio_features,3rrtbnOBDzKQfyYKTezEFe,https://api.spotify.com/v1/tracks/3rrtbnOBDzKQfyYKTezEFe,https://api.spotify.com/v1/audio-analysis/3rrtbnOBDzKQfyYKTezEFe,287000.0,4.0,,18
Rita Lee,All My Loving,51,spotify:track:5dIZa3pwSn1vDenZpSBEFO,https://open.spotify.com/track/5dIZa3pwSn1vDenZpSBEFO,0.701,0.182,2.0,-17.068,1.0,0.0381,0.835,0.0276,0.109,0.125,117.885,audio_features,5dIZa3pwSn1vDenZpSBEFO,https://api.spotify.com/v1/tracks/5dIZa3pwSn1vDenZpSBEFO,https://api.spotify.com/v1/audio-analysis/5dIZa3pwSn1vDenZpSBEFO,185733.0,4.0,,0
The Beatles,All My Loving - Anthology 1 Version,30,spotify:track:2vCsB0tzKlAtsSwB4NBprX,https://open.spotify.com/track/2vCsB0tzKlAtsSwB4NBprX,0.261,0.805,0.0,-5.722,0.0,0.0408,0.0436,0.0,0.375,0.858,155.586,audio_features,2vCsB0tzKlAtsSwB4NBprX,https://api.spotify.com/v1/tracks/2vCsB0tzKlAtsSwB4NBprX,https://api.spotify.com/v1/audio-analysis/2vCsB0tzKlAtsSwB4NBprX,139333.0,4.0,,3
The Beatles,All My Loving - Live / Remastered,32,spotify:track:7j021TxcicWprdXpCcMBeH,https://open.spotify.com/track/7j021TxcicWprdXpCcMBeH,0.203,0.663,1.0,-8.037,0.0,0.0349,0.0203,0.0,0.899,0.725,169.994,audio_features,7j021TxcicWprdXpCcMBeH,https://api.spotify.com/v1/tracks/7j021TxcicWprdXpCcMBeH,https://api.spotify.com/v1/audio-analysis/7j021TxcicWprdXpCcMBeH,135253.0,5.0,,14
The Beatles,All My Loving - Remastered 2009,70,spotify:track:4joiWvli4qJVEW6qZV2i2J,https://open.spotify.com/track/4joiWvli4qJVEW6qZV2i2J,0.416,0.563,1.0,-8.724,0.0,0.0298,0.207,0.0,0.343,0.9,77.56,audio_features,4joiWvli4qJVEW6qZV2i2J,https://api.spotify.com/v1/tracks/4joiWvli4qJVEW6qZV2i2J,https://api.spotify.com/v1/audio-analysis/4joiWvli4qJVEW6qZV2i2J,127853.0,4.0,,6
LMFAO,All Night Long,21,spotify:track:2NsQgzcCEy9hZbHaBG4Xfy,https://open.spotify.com/track/2NsQgzcCEy9hZbHaBG4Xfy,0.652,0.829,5.0,-4.982,0.0,0.0499,0.141,0.0,0.0971,0.438,130.915,audio_features,2NsQgzcCEy9hZbHaBG4Xfy,https://api.spotify.com/v1/tracks/2NsQgzcCEy9hZbHaBG4Xfy,https://api.spotify.com/v1/audio-analysis/2NsQgzcCEy9hZbHaBG4Xfy,227067.0,4.0,,11
Lionel Richie,All Night Long (All Night) - Single Version,60,spotify:track:2Wb9ejnmy27DUTUe9YF5Ew,https://open.spotify.com/track/2Wb9ejnmy27DUTUe9YF5Ew,0.739,0.576,1.0,-12.024,1.0,0.0472,0.122,0.00206,0.0482,0.78,108.81,audio_features,2Wb9ejnmy27DUTUe9YF5Ew,https://api.spotify.com/v1/tracks/2Wb9ejnmy27DUTUe9YF5Ew,https://api.spotify.com/v1/audio-analysis/2Wb9ejnmy27DUTUe9YF5Ew,260427.0,4.0,,1
Plants and Animals,All Of The Time,6,spotify:track:1zwB5h9WqvAlOTOUapSNSe,https://open.spotify.com/track/1zwB5h9WqvAlOTOUapSNSe,0.55,0.751,11.0,-7.818,0.0,0.0754,0.225,0.345,0.133,0.347,144.296,audio_features,1zwB5h9WqvAlOTOUapSNSe,https://api.spotify.com/v1/tracks/1zwB5h9WqvAlOTOUapSNSe,https://api.spotify.com/v1/audio-analysis/1zwB5h9WqvAlOTOUapSNSe,219618.0,4.0,,11
WhoMadeWho,All That I Am,0,spotify:track:6g4jkJItHpKs8Ljwt0EEMx,https://open.spotify.com/track/6g4jkJItHpKs8Ljwt0EEMx,0.607,0.811,0.0,-6.618,1.0,0.0443,0.033,0.354,0.376,0.339,118.987,audio_features,6g4jkJItHpKs8Ljwt0EEMx,https://api.spotify.com/v1/tracks/6g4jkJItHpKs8Ljwt0EEMx,https://api.spotify.com/v1/audio-analysis/6g4jkJItHpKs8Ljwt0EEMx,331507.0,4.0,,11
Bahamas,All The Time,0,spotify:track:40WXqoyOLAAugGmJWZU1FY,https://open.spotify.com/track/40WXqoyOLAAugGmJWZU1FY,0.711,0.468,4.0,-4.797,0.0,0.0515,0.63,0.00427,0.087,0.533,127.458,audio_features,40WXqoyOLAAugGmJWZU1FY,https://api.spotify.com/v1/tracks/40WXqoyOLAAugGmJWZU1FY,https://api.spotify.com/v1/audio-analysis/40WXqoyOLAAugGmJWZU1FY,234973.0,4.0,,2
The Strokes,All The Time,50,spotify:track:7uFZNMEZzAGOwQ6EZID1K4,https://open.spotify.com/track/7uFZNMEZzAGOwQ6EZID1K4,0.403,0.883,2.0,-6.054,1.0,0.0745,8.44e-05,0.65,0.126,0.078,141.945,audio_features,7uFZNMEZzAGOwQ6EZID1K4,https://api.spotify.com/v1/tracks/7uFZNMEZzAGOwQ6EZID1K4,https://api.spotify.com/v1/audio-analysis/7uFZNMEZzAGOwQ6EZID1K4,181373.0,4.0,,17
Sufjan Stevens,All the Trees of the Field Will Clap Their Hands,0,spotify:track:5OojmQ36TXkfL2JfoFJcaq,https://open.spotify.com/track/5OojmQ36TXkfL2JfoFJcaq,0.632,0.225,4.0,-13.423,1.0,0.0296,0.984,0.74,0.112,0.683,144.641,audio_features,5OojmQ36TXkfL2JfoFJcaq,https://api.spotify.com/v1/tracks/5OojmQ36TXkfL2JfoFJcaq,https://api.spotify.com/v1/audio-analysis/5OojmQ36TXkfL2JfoFJcaq,254053.0,4.0,,4
The Killers,All These Things That I've Done,3,spotify:track:0kYUrLVQOfx21xuXu7OGrT,https://open.spotify.com/track/0kYUrLVQOfx21xuXu7OGrT,0.557,0.728,6.0,-6.181,1.0,0.0405,0.00156,5.13e-06,0.118,0.216,118.241,audio_features,0kYUrLVQOfx21xuXu7OGrT,https://api.spotify.com/v1/tracks/0kYUrLVQOfx21xuXu7OGrT,https://api.spotify.com/v1/audio-analysis/0kYUrLVQOfx21xuXu7OGrT,301573.0,4.0,,11
The Beatles,All Things Must Pass - Anthology 3 Version,34,spotify:track:25RYJGPnetSkV8le7TeJnR,https://open.spotify.com/track/25RYJGPnetSkV8le7TeJnR,0.492,0.231,9.0,-13.476,1.0,0.0368,0.972,6.16e-06,0.229,0.61,93.232,audio_features,25RYJGPnetSkV8le7TeJnR,https://api.spotify.com/v1/tracks/25RYJGPnetSkV8le7TeJnR,https://api.spotify.com/v1/audio-analysis/25RYJGPnetSkV8le7TeJnR,184987.0,3.0,,9
