artist,song,popularity,uri,url
Two Door Cinema Club,Come Back Home,0,spotify:track:2d26JZO3tCp8fEEMjaq3TW,https://open.spotify.com/track/2d26JZO3tCp8fEEMjaq3TW
Silversun Pickups,Lazy Eye,0,spotify:track:3RsjkOS5Dou8j3AM9ssgpy,https://open.spotify.com/track/3RsjkOS5Dou8j3AM9ssgpy
Young the Giant,My Body,39,spotify:track:0bfY17lNbEp2Wnw6YipXQB,https://open.spotify.com/track/0bfY17lNbEp2Wnw6YipXQB
Fitz and The Tantrums,Moneygrabber,52,spotify:track:4PwwyZBEkHcm4OTJThCzXi,https://open.spotify.com/track/4PwwyZBEkHcm4OTJThCzXi
Matchbox Twenty,Our Song,31,spotify:track:435krc5dscSagcJeapvPl3,https://open.spotify.com/track/435krc5dscSagcJeapvPl3
Matchbox Twenty,English Town,25,spotify:track:289rxABf0vsTlr9wMxU75D,https://open.spotify.com/track/289rxABf0vsTlr9wMxU75D
Hiatus Kaiyote,Shaolin Monk Motherfunk,17,spotify:track:0pGnSHGMUpp2Wg0iTZWEoY,https://open.spotify.com/track/0pGnSHGMUpp2Wg0iTZWEoY
Little May,Boardwalks,0,spotify:track:3jDF66ZATb0FcHNnOqeyDK,https://open.spotify.com/track/3jDF66ZATb0FcHNnOqeyDK
The Paper Kites,Bloom - Bonus Track,4,spotify:track:41yIvlFgvGwxq8qTqAR7eG,https://open.spotify.com/track/41yIvlFgvGwxq8qTqAR7eG
Jasmine Thompson,Rather Be,0,spotify:track:0osBWMCpbGSGj5FVDzCTvy,https://open.spotify.com/track/0osBWMCpbGSGj5FVDzCTvy
Panic! At The Disco,"Build God, Then We'll Talk",61,spotify:track:4rstj4vgkFq49R2VV0fbxX,https://open.spotify.com/track/4rstj4vgkFq49R2VV0fbxX
Lifehouse,All In,28,spotify:track:1gpSwHxzTUWaPEjrSnFwb0,https://open.spotify.com/track/1gpSwHxzTUWaPEjrSnFwb0
Gavin DeGraw,I Don't Want to Be,57,spotify:track:6ich2xMH5AR39V85miIAN8,https://open.spotify.com/track/6ich2xMH5AR39V85miIAN8
Michael Jackson,Love Never Felt So Good,71,spotify:track:48td6xvpokdYwvbl3JIiXP,https://open.spotify.com/track/48td6xvpokdYwvbl3JIiXP
Coldplay,Princess of China - Acoustic,53,spotify:track:2tKqZsc0epdLrsNUT6y0Ls,https://open.spotify.com/track/2tKqZsc0epdLrsNUT6y0Ls
Lisa Hannigan,Knots,0,spotify:track:1zs5jBlcacxuzXmYtKVA2O,https://open.spotify.com/track/1zs5jBlcacxuzXmYtKVA2O
Shake Shake Go,England Skies,33,spotify:track:5I15QYhcdOYwfKV0yiXAAb,https://open.spotify.com/track/5I15QYhcdOYwfKV0yiXAAb
Major Lazer,Lean On (feat. MØ & DJ Snake),0,spotify:track:4vS8VaBwJJV5Ry7UFIQuoo,https://open.spotify.com/track/4vS8VaBwJJV5Ry7UFIQuoo
Colin & Caroline,More Than Gravity,35,spotify:track:27hFQQS3cVUmIK3ser5bpu,https://open.spotify.com/track/27hFQQS3cVUmIK3ser5bpu
Tove Lo,Talking Body,68,spotify:track:2tpfxAXiI52znho4WE3XFA,https://open.spotify.com/track/2tpfxAXiI52znho4WE3XFA
Fall Out Boy,Uma Thurman,68,spotify:track:5PUawWFG1oIS2NwEcyHaCr,https://open.spotify.com/track/5PUawWFG1oIS2NwEcyHaCr
Rage Against The Machine,Wake Up,65,spotify:track:2QiqwOVUctPRVggO9G1Zs5,https://open.spotify.com/track/2QiqwOVUctPRVggO9G1Zs5
DJ Snake,You Know You Like It,70,spotify:track:57kR5SniQIbsbVoIjjOUDa,https://open.spotify.com/track/57kR5SniQIbsbVoIjjOUDa
Alessia Cara,Here,0,spotify:track:2jplimH0b7Abf5LQSPx27A,https://open.spotify.com/track/2jplimH0b7Abf5LQSPx27A
Paramore,Ain't It Fun,73,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,https://open.spotify.com/track/1j8z4TTjJ1YOdoFEDwJTQa
Kid Cudi,Day 'N' Nite (nightmare),71,spotify:track:5FEXPoPnzueFJQCPRIrC3c,https://open.spotify.com/track/5FEXPoPnzueFJQCPRIrC3c
Shawn Mendes,Stitches,82,spotify:track:3zkWCteF82vJwv0hRLba76,https://open.spotify.com/track/3zkWCteF82vJwv0hRLba76
John Mayer,Your Body Is a Wonderland,75,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,https://open.spotify.com/track/7vFv0yFGMJW3qVXbAd9BK9
John Mayer,No Such Thing,63,spotify:track:6Vecwo7AHst9V2CE3kmwr0,https://open.spotify.com/track/6Vecwo7AHst9V2CE3kmwr0
Clean Bandit,Rather Be (feat. Jess Glynne),73,spotify:track:3s4U7OHV7gnj42VV72eSZ6,https://open.spotify.com/track/3s4U7OHV7gnj42VV72eSZ6
Disclosure,Holding On,0,spotify:track:3Ctlrt6kzdlo7nuh0oVR7m,https://open.spotify.com/track/3Ctlrt6kzdlo7nuh0oVR7m
The Fratellis,Chelsea Dagger,64,spotify:track:3ItzRpwvKtkDSNdRSjXu7Z,https://open.spotify.com/track/3ItzRpwvKtkDSNdRSjXu7Z
Daughter,Youth,0,spotify:track:1vyrrrnb7182SL6iOMor3O,https://open.spotify.com/track/1vyrrrnb7182SL6iOMor3O
Ingrid Michaelson,The Way I Am,55,spotify:track:43ddJFnP8m3PzNJXiHuiyJ,https://open.spotify.com/track/43ddJFnP8m3PzNJXiHuiyJ
Knox Hamilton,Work It Out,0,spotify:track:0XU04bwLRjVa0MNW4fL6EI,https://open.spotify.com/track/0XU04bwLRjVa0MNW4fL6EI
Allen Stone,Unaware,0,spotify:track:5kJwePyb1DXdUId90Ug99J,https://open.spotify.com/track/5kJwePyb1DXdUId90Ug99J
Phoenix,Entertainment,0,spotify:track:16cITuCC0GPy6Zq1eluYaj,https://open.spotify.com/track/16cITuCC0GPy6Zq1eluYaj
Owl City,The Saltwater Room,50,spotify:track:2tZIVD0ZPxpsoFx7hvAjWh,https://open.spotify.com/track/2tZIVD0ZPxpsoFx7hvAjWh
Bobby Darin,Beyond the Sea,57,spotify:track:2EIaO5knwUA3F2qnf9LV3S,https://open.spotify.com/track/2EIaO5knwUA3F2qnf9LV3S
Lenny Kravitz,It Ain't Over 'Til It's Over,51,spotify:track:3aZPzF7Sr0zy3K0EkKyEzk,https://open.spotify.com/track/3aZPzF7Sr0zy3K0EkKyEzk
Travis,Sing,0,spotify:track:01p5NB0mgtrEFM7hXlcLDd,https://open.spotify.com/track/01p5NB0mgtrEFM7hXlcLDd
Travis,Why Does It Always Rain On Me?,0,spotify:track:6JXD70ZqUhx02AteE50CIS,https://open.spotify.com/track/6JXD70ZqUhx02AteE50CIS
Kid Cudi,Pursuit Of Happiness (Nightmare),75,spotify:track:5iSEsR6NKjlC9SrIJkyL3k,https://open.spotify.com/track/5iSEsR6NKjlC9SrIJkyL3k
Tuxedo,Do It,0,spotify:track:1NFjjAIK4IWjDLzpMry0Kp,https://open.spotify.com/track/1NFjjAIK4IWjDLzpMry0Kp
Nelly Furtado,Promiscuous,59,spotify:track:3SwlakM6VX47IwG0Wll5ek,https://open.spotify.com/track/3SwlakM6VX47IwG0Wll5ek
The Weeknd,Can't Feel My Face,0,spotify:track:6RsWqX8zABZLhZydXxEFOm,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm
Pigeon John,The Bomb,54,spotify:track:4eYmH4Sh0ibdU9nmnbu7aM,https://open.spotify.com/track/4eYmH4Sh0ibdU9nmnbu7aM
Imagine Dragons,Monster,61,spotify:track:2Xaw1RrXP3mdooKWysuRJ8,https://open.spotify.com/track/2Xaw1RrXP3mdooKWysuRJ8
Bahari,Wild Ones,40,spotify:track:6UrF9LIhffllzblKlEVYxm,https://open.spotify.com/track/6UrF9LIhffllzblKlEVYxm
Proleter,April Showers,53,spotify:track:04KsMCb9PZE2S0AtUU8Jhb,https://open.spotify.com/track/04KsMCb9PZE2S0AtUU8Jhb
The Prodigy,Spitfire,0,spotify:track:1y6MO9mVEUluMcI4RaIlGR,https://open.spotify.com/track/1y6MO9mVEUluMcI4RaIlGR
Melanie Martinez,Dead to Me,60,spotify:track:2L3VnHkRi6ElZL2bqu1nBs,https://open.spotify.com/track/2L3VnHkRi6ElZL2bqu1nBs
Del Amitri,Roll To Me,63,spotify:track:7LF0YY1gON8rBECsyEs0Wb,https://open.spotify.com/track/7LF0YY1gON8rBECsyEs0Wb
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",67,spotify:track:2S5LNtRVRPbXk01yRQ14sZ,https://open.spotify.com/track/2S5LNtRVRPbXk01yRQ14sZ
Good Lovelies,Backyard,0,spotify:track:3tklm1PwWhuUSgavmBB5mv,https://open.spotify.com/track/3tklm1PwWhuUSgavmBB5mv
Of Monsters and Men,Dirty Paws,50,spotify:track:1hxq7kWQnwdhxgpEugBMGk,https://open.spotify.com/track/1hxq7kWQnwdhxgpEugBMGk
Gardiner Sisters,Home / Dirty Paws,0,spotify:track:24rFwAcC6eqPvyMuPynVGH,https://open.spotify.com/track/24rFwAcC6eqPvyMuPynVGH
John Mayer,Waiting On the World to Change,74,spotify:track:5imShWWzwqfAJ9gXFpGAQh,https://open.spotify.com/track/5imShWWzwqfAJ9gXFpGAQh
Florence + The Machine,Shake It Out,64,spotify:track:4lY95OMGb9WxP6IYut64ir,https://open.spotify.com/track/4lY95OMGb9WxP6IYut64ir
Kanye West,Good Life,0,spotify:track:1fLdeDTrJWNkwOeFyAVLvF,https://open.spotify.com/track/1fLdeDTrJWNkwOeFyAVLvF
No Doubt,Hella Good,49,spotify:track:1CsUH29MaAIMbfGh4FEG4w,https://open.spotify.com/track/1CsUH29MaAIMbfGh4FEG4w
No Doubt,Bathwater,36,spotify:track:3VjQPYUmIa0v6R99ZITcnR,https://open.spotify.com/track/3VjQPYUmIa0v6R99ZITcnR
No Doubt,Sunday Morning,38,spotify:track:0lLjwGf9kKdfPNgluTI2A4,https://open.spotify.com/track/0lLjwGf9kKdfPNgluTI2A4
No Doubt,Simple Kind Of Life,34,spotify:track:6p0jnwYfrpov7CJG5Ucyzp,https://open.spotify.com/track/6p0jnwYfrpov7CJG5Ucyzp
Working for a Nuclear Free City,Dead Fingers Talking,0,spotify:track:3hObos5C3Ic8cXSS3qiXaQ,https://open.spotify.com/track/3hObos5C3Ic8cXSS3qiXaQ
Dishwalla,Counting Blue Cars (Tell Me Your Thoughts On God),59,spotify:track:6B618H5CuCdEzcVs0NKTlt,https://open.spotify.com/track/6B618H5CuCdEzcVs0NKTlt
Illy,It Can Wait (ft Owl Eyes),0,spotify:track:5DHBSWfVSzUjZKaSC0XNWg,https://open.spotify.com/track/5DHBSWfVSzUjZKaSC0XNWg
Flyleaf,New Horizons,40,spotify:track:1hIGfKLGsymTR1As8QmJ2v,https://open.spotify.com/track/1hIGfKLGsymTR1As8QmJ2v
Flyleaf,Platonic,0,spotify:track:4ZFP69kQTbBm28foBuAvbh,https://open.spotify.com/track/4ZFP69kQTbBm28foBuAvbh
Flyleaf,Set Me on Fire,0,spotify:track:6ralvpQpqnzlLb6up4qavw,https://open.spotify.com/track/6ralvpQpqnzlLb6up4qavw
Of Monsters and Men,Human,40,spotify:track:6BFxwgQOv5RZvQngoaQ1ur,https://open.spotify.com/track/6BFxwgQOv5RZvQngoaQ1ur
Saint Motel,Butch,50,spotify:track:5ZQWNRoJsfkByZFHqCB92J,https://open.spotify.com/track/5ZQWNRoJsfkByZFHqCB92J
Of Monsters and Men,From Finner,41,spotify:track:437h9GRi70A1BzMzh4cyra,https://open.spotify.com/track/437h9GRi70A1BzMzh4cyra
Of Monsters and Men,Backyard - Bonus Track,42,spotify:track:5HrzPdUDfXT1njQCnJK1ww,https://open.spotify.com/track/5HrzPdUDfXT1njQCnJK1ww
Of Monsters and Men,Lakehouse,43,spotify:track:2oGtIqSqW7lEPKn5lIIQeS,https://open.spotify.com/track/2oGtIqSqW7lEPKn5lIIQeS
The Decemberists,Leslie Anne Levine,0,spotify:track:3CK1piPphvuK4kXdArzqa5,https://open.spotify.com/track/3CK1piPphvuK4kXdArzqa5
Of Monsters and Men,We Sink,36,spotify:track:0KtQxdGPKzeAwKBt3LrD24,https://open.spotify.com/track/0KtQxdGPKzeAwKBt3LrD24
Band of Horses,The General Specific,0,spotify:track:3MNTXYdBLLeBJjbihvTjOJ,https://open.spotify.com/track/3MNTXYdBLLeBJjbihvTjOJ
Of Monsters and Men,Mountain Sound,64,spotify:track:60ZGteAEtPCnGE6zevgUcd,https://open.spotify.com/track/60ZGteAEtPCnGE6zevgUcd
The Ready Set,Love Like Woe,55,spotify:track:4XRZbiVdsA5qv6f6qP70lS,https://open.spotify.com/track/4XRZbiVdsA5qv6f6qP70lS
Maroon 5,Won't Go Home Without You,0,spotify:track:5kTvymHsmlmcy5yQWbWO1U,https://open.spotify.com/track/5kTvymHsmlmcy5yQWbWO1U
Eric Hutchinson,Outside Villanova,29,spotify:track:0pfG8LwO7hSdHe6hTgc6a6,https://open.spotify.com/track/0pfG8LwO7hSdHe6hTgc6a6
Rob Thomas,Mockingbird,45,spotify:track:4L9J2or96xvWhQwWw09fHO,https://open.spotify.com/track/4L9J2or96xvWhQwWw09fHO
Foster The People,Helena Beat,64,spotify:track:4VbDJMkAX3dWNBdn3KH6Wx,https://open.spotify.com/track/4VbDJMkAX3dWNBdn3KH6Wx
WALK THE MOON,Jenny,52,spotify:track:7eMpW9I1ZpVs6VQ90naDBh,https://open.spotify.com/track/7eMpW9I1ZpVs6VQ90naDBh
Smallpools,Dreaming,53,spotify:track:3c7vquF4xacCmFrxztLUVH,https://open.spotify.com/track/3c7vquF4xacCmFrxztLUVH
Foster The People,Ask Yourself,45,spotify:track:6vtLtrPHZAo5OUy1Sk9BTH,https://open.spotify.com/track/6vtLtrPHZAo5OUy1Sk9BTH
Chromeo,Hard to Say No,30,spotify:track:3cGTvXFuGCPMddviQ3NG7P,https://open.spotify.com/track/3cGTvXFuGCPMddviQ3NG7P
Train,50 Ways to Say Goodbye,69,spotify:track:2NniAhAtkRACaMeYt48xlD,https://open.spotify.com/track/2NniAhAtkRACaMeYt48xlD
Counting Crows,Accidentally In Love,0,spotify:track:1hy6Dic0L5SU1XqjhYY1TR,https://open.spotify.com/track/1hy6Dic0L5SU1XqjhYY1TR
Staind,So Far Away,67,spotify:track:6FOpPA0a80RuBqqgDozvja,https://open.spotify.com/track/6FOpPA0a80RuBqqgDozvja
Seether,Nobody Praying For Me,65,spotify:track:3bq8WiQrEXMwPAibYs7tpu,https://open.spotify.com/track/3bq8WiQrEXMwPAibYs7tpu
The Weeknd,Earned It (Fifty Shades Of Grey),0,spotify:track:5UPwc30oJ4KhQYctNfv34x,https://open.spotify.com/track/5UPwc30oJ4KhQYctNfv34x
The Weeknd,In The Night,0,spotify:track:7fPHfBCyKE3aVCBjE4DAvl,https://open.spotify.com/track/7fPHfBCyKE3aVCBjE4DAvl
Counting Crows,Big Yellow Taxi,44,spotify:track:1oJSAzNyTUCm36zhFYMcAZ,https://open.spotify.com/track/1oJSAzNyTUCm36zhFYMcAZ
The Civil Wars,20 Years,0,spotify:track:4psC5agYNMRBscGeLTqhc3,https://open.spotify.com/track/4psC5agYNMRBscGeLTqhc3
Wild Party,OutRight,0,spotify:track:5KPhXnCzKHQZZFvXSgeIyE,https://open.spotify.com/track/5KPhXnCzKHQZZFvXSgeIyE
Snow Patrol,You're All I Have,0,spotify:track:2ClDY5wBVikg452mTOxlgm,https://open.spotify.com/track/2ClDY5wBVikg452mTOxlgm
Benjamin Francis Leftwich,Shine,1,spotify:track:4hIv0vg8xbxlbbde8cIkcz,https://open.spotify.com/track/4hIv0vg8xbxlbbde8cIkcz
Maroon 5,Misery,58,spotify:track:3XojqFisTYTQm2p7HK5p4P,https://open.spotify.com/track/3XojqFisTYTQm2p7HK5p4P
The White Stripes,Dead Leaves And The Dirty Ground,0,spotify:track:4xTjyX1PVTZJftjY2dUzBi,https://open.spotify.com/track/4xTjyX1PVTZJftjY2dUzBi
Outkast,The Way You Move - Radio Mix,0,spotify:track:4PlSrDUJLEPdmp286lRmx2,https://open.spotify.com/track/4PlSrDUJLEPdmp286lRmx2
Pearl Jam,Even Flow,78,spotify:track:6QewNVIDKdSl8Y3ycuHIei,https://open.spotify.com/track/6QewNVIDKdSl8Y3ycuHIei
Tears For Fears,Shout,51,spotify:track:0f798jZ9aYI34zo4lchKd0,https://open.spotify.com/track/0f798jZ9aYI34zo4lchKd0
Jethro Tull,Aqualung,63,spotify:track:5UuikgHTxSRFRnC0zXx10i,https://open.spotify.com/track/5UuikgHTxSRFRnC0zXx10i
Depeche Mode,Policy of Truth - Live,40,spotify:track:5pEkt88uwNG4xfwSiOgsqC,https://open.spotify.com/track/5pEkt88uwNG4xfwSiOgsqC
Garbage,I Think I'm Paranoid,35,spotify:track:1uDJUFrLRHBRU6BY1h4Scy,https://open.spotify.com/track/1uDJUFrLRHBRU6BY1h4Scy
Lukas Graham,7 Years,0,spotify:track:2vDT1uU6hZgdp3PbWGr0Xy,https://open.spotify.com/track/2vDT1uU6hZgdp3PbWGr0Xy
Coldplay,Adventure of a Lifetime,79,spotify:track:69uxyAqqPIsUyTO8txoP2M,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M
Mungo Jerry,In the Summertime,0,spotify:track:04iM7Te9lhFf9JJB5xDvOP,https://open.spotify.com/track/04iM7Te9lhFf9JJB5xDvOP
DNCE,Cake By The Ocean,0,spotify:track:42ftjU4cTN5UTRksyqBKZJ,https://open.spotify.com/track/42ftjU4cTN5UTRksyqBKZJ
James Bay,Let It Go,71,spotify:track:13HVjjWUZFaWilh2QUJKsP,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP
Plain White T's,Rhythm Of Love,62,spotify:track:6MDTpYxPFL0wtFd0pjfKws,https://open.spotify.com/track/6MDTpYxPFL0wtFd0pjfKws
Gavin DeGraw,In Love With a Girl,51,spotify:track:3zcmWxxUA7Em7X3IBqZGUo,https://open.spotify.com/track/3zcmWxxUA7Em7X3IBqZGUo
The Fray,Never Say Never,69,spotify:track:57uX2vR9j9DNiANDYfXw1i,https://open.spotify.com/track/57uX2vR9j9DNiANDYfXw1i
The Chainsmokers,Roses,74,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,https://open.spotify.com/track/3vv9phIu6Y1vX3jcqaGz5Z
Kiiara,Gold,64,spotify:track:6ZSO7kPn8IMJFymyticbJO,https://open.spotify.com/track/6ZSO7kPn8IMJFymyticbJO
Robin Schulz,Sugar (feat. Francesco Yates),78,spotify:track:5tf1VVWniHgryyumXyJM7w,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w
Rudimental,Lay It All on Me (feat. Ed Sheeran),51,spotify:track:38ismoqQYn75ruDSQ2Jtx8,https://open.spotify.com/track/38ismoqQYn75ruDSQ2Jtx8
DJ Snake,Middle,0,spotify:track:2bKhIGdMdcqCqQ2ZhSv5nE,https://open.spotify.com/track/2bKhIGdMdcqCqQ2ZhSv5nE
Troye Sivan,YOUTH,65,spotify:track:1cOyWWUr3oXJIxY0AjJEx9,https://open.spotify.com/track/1cOyWWUr3oXJIxY0AjJEx9
The Goo Goo Dolls,So Alive,0,spotify:track:5N3Pkbk0Y1zIHUxbNIXKIB,https://open.spotify.com/track/5N3Pkbk0Y1zIHUxbNIXKIB
Cold War Kids,First,0,spotify:track:0aGSUNleFqs5HNEJcwqvXJ,https://open.spotify.com/track/0aGSUNleFqs5HNEJcwqvXJ
James Bay,Hold Back The River,65,spotify:track:7tmtOEDxPN7CWaQWBsG1DY,https://open.spotify.com/track/7tmtOEDxPN7CWaQWBsG1DY
X Ambassadors,Renegades,77,spotify:track:0fYVliAYKHuPmECRs1pbRf,https://open.spotify.com/track/0fYVliAYKHuPmECRs1pbRf
Uncle Kracker,Smile,66,spotify:track:4ZC8hXXqu2hPcDLw9QTdtQ,https://open.spotify.com/track/4ZC8hXXqu2hPcDLw9QTdtQ
Ellie Goulding,On My Mind,47,spotify:track:4nS1sut0R2mgmFitKIShVe,https://open.spotify.com/track/4nS1sut0R2mgmFitKIShVe
Ellie Goulding,Something In The Way You Move,43,spotify:track:3ZCDG0nujwGfxrEmZlZoEt,https://open.spotify.com/track/3ZCDG0nujwGfxrEmZlZoEt
X Ambassadors,Unsteady,74,spotify:track:7lGKEWMXVWWTt3X71Bv44I,https://open.spotify.com/track/7lGKEWMXVWWTt3X71Bv44I
Echosmith,Cool Kids,77,spotify:track:13P5rwmk2EsoFRIz9UCeh9,https://open.spotify.com/track/13P5rwmk2EsoFRIz9UCeh9
Bastille,Pompeii,73,spotify:track:3gbBpTdY8lnQwqxNCcf795,https://open.spotify.com/track/3gbBpTdY8lnQwqxNCcf795
Rob Thomas,Someday,52,spotify:track:7uPQU7uKvsZZ7T9XnpBpFg,https://open.spotify.com/track/7uPQU7uKvsZZ7T9XnpBpFg
O.A.R.,Shattered [Turn The Car Around],0,spotify:track:32oh9wNU89gmX6CohLTdeG,https://open.spotify.com/track/32oh9wNU89gmX6CohLTdeG
Switchfoot,I Dare You To Move,32,spotify:track:0JDaPS8XnWRWD4cFGiYpZG,https://open.spotify.com/track/0JDaPS8XnWRWD4cFGiYpZG
Echosmith,Let's Love,35,spotify:track:4TPDqoA9k7jFtdigCgM2VT,https://open.spotify.com/track/4TPDqoA9k7jFtdigCgM2VT
Jason Derulo,Want to Want Me,76,spotify:track:7oGZAicScQt96OAW4AruYy,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy
OneRepublic,Love Runs Out,65,spotify:track:5BJSZocnCeSNeYMj3iVqM7,https://open.spotify.com/track/5BJSZocnCeSNeYMj3iVqM7
John Newman,Love Me Again,68,spotify:track:5VSCgNlSmTV2Yq5lB40Eaw,https://open.spotify.com/track/5VSCgNlSmTV2Yq5lB40Eaw
American Authors,What We Live For,0,spotify:track:7HfHfA6pwSBprgJIGBEEBn,https://open.spotify.com/track/7HfHfA6pwSBprgJIGBEEBn
Colbie Caillat,I Do,60,spotify:track:42loEE51UDcecom9K8K4ei,https://open.spotify.com/track/42loEE51UDcecom9K8K4ei
Ben Rector,Brand New,0,spotify:track:5EQ9yEra0SzVd673ZfKT4C,https://open.spotify.com/track/5EQ9yEra0SzVd673ZfKT4C
Shawn Hook,Sound Of Your Heart,49,spotify:track:3e5wnsqhAkzlzk9SzdhOzR,https://open.spotify.com/track/3e5wnsqhAkzlzk9SzdhOzR
Nick Jonas,Jealous,67,spotify:track:2RqtfcLB7iOZj0zYB8Auhu,https://open.spotify.com/track/2RqtfcLB7iOZj0zYB8Auhu
The Neighbourhood,Sweater Weather,63,spotify:track:4pGqFOfzvfe6avb9kbZicC,https://open.spotify.com/track/4pGqFOfzvfe6avb9kbZicC
Train,If It's Love,0,spotify:track:5v2IyRFbo4cEc2vZyGTAs0,https://open.spotify.com/track/5v2IyRFbo4cEc2vZyGTAs0
Nick Fradiani,Get You Home,0,spotify:track:7Jkj6H2KxFh0yqyqnlJtYZ,https://open.spotify.com/track/7Jkj6H2KxFh0yqyqnlJtYZ
Coldplay,Hymn for the Weekend,85,spotify:track:3RiPr603aXAoi4GHyXx0uy,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy
Mike Posner,I Took A Pill In Ibiza,0,spotify:track:6VINmnhzfy08VJKkzzkLHN,https://open.spotify.com/track/6VINmnhzfy08VJKkzzkLHN
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,74,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,https://open.spotify.com/track/1MtUq6Wp1eQ8PC6BbPCj8P
Living Colour,Cult of Personality,42,spotify:track:1XIh7vGeTRTbCmWAX6A8u8,https://open.spotify.com/track/1XIh7vGeTRTbCmWAX6A8u8
The National,Exile Vilify (From the Game Portal 2),5,spotify:track:1IbFHfVWUDNkhSY9PWt9th,https://open.spotify.com/track/1IbFHfVWUDNkhSY9PWt9th
Maroon 5,Sunday Morning,67,spotify:track:1YI0uK36eupTmw9F8kHysr,https://open.spotify.com/track/1YI0uK36eupTmw9F8kHysr
George Ezra,Budapest,0,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4,https://open.spotify.com/track/7q0aQpiLv5tIsupcgQ3Ny4
Sisters of Mercy,Lucretia My Reflection,41,spotify:track:1FyfPd5AMMjrorTdu3wASG,https://open.spotify.com/track/1FyfPd5AMMjrorTdu3wASG
Sisters of Mercy,Dominion / Mother Russia (Medley) - 2006 Remaster,28,spotify:track:2IdIDG4fQfOTEs4b1QbdkT,https://open.spotify.com/track/2IdIDG4fQfOTEs4b1QbdkT
Sisters of Mercy,This Corrosion,29,spotify:track:7lcJvpN47IHlkpCsz7aP4d,https://open.spotify.com/track/7lcJvpN47IHlkpCsz7aP4d
Maroon 5,Makes Me Wonder,58,spotify:track:1lHXlGlve5Zx8tXLhyjDwM,https://open.spotify.com/track/1lHXlGlve5Zx8tXLhyjDwM
Avril Lavigne,My Happy Ending,0,spotify:track:4SgbUaGlOe4sdOs3YfupWy,https://open.spotify.com/track/4SgbUaGlOe4sdOs3YfupWy
Delta Rae,Bottom of the River,41,spotify:track:279D0iY34aVyZWTxsAPYUd,https://open.spotify.com/track/279D0iY34aVyZWTxsAPYUd
Billie Holiday,All of Me,46,spotify:track:79fXdfpOPGaXO1gfdq2onl,https://open.spotify.com/track/79fXdfpOPGaXO1gfdq2onl
Billie Holiday,God Bless The Child,0,spotify:track:7bEcx2rz3QXFHOJRGoAqZr,https://open.spotify.com/track/7bEcx2rz3QXFHOJRGoAqZr
Billie Holiday,I Must Have That Man (with Teddy Wilson & His Orchestra),7,spotify:track:5JVaLLf6TyhqW3ly8ZOqvN,https://open.spotify.com/track/5JVaLLf6TyhqW3ly8ZOqvN
John Coltrane,I'll Wait and Pray,47,spotify:track:4z6d79RAbC5q0VAqPQas8W,https://open.spotify.com/track/4z6d79RAbC5q0VAqPQas8W
Stevie Wonder,Part-Time Lover,0,spotify:track:6Vm43U4oIblA5CjKzWXTFY,https://open.spotify.com/track/6Vm43U4oIblA5CjKzWXTFY
Daryl Hall & John Oates,Private Eyes,31,spotify:track:098DRq2EpYSun5kAj7NfWa,https://open.spotify.com/track/098DRq2EpYSun5kAj7NfWa
Men At Work,Who Can It Be Now?,52,spotify:track:5cOM0fTHceCkJVwuyHdMnk,https://open.spotify.com/track/5cOM0fTHceCkJVwuyHdMnk
Stevie Wonder,Superstition,0,spotify:track:4dwrL3Z5U2RZ6MZiKE2PgL,https://open.spotify.com/track/4dwrL3Z5U2RZ6MZiKE2PgL
Daryl Hall & John Oates,You Make My Dreams (Come True),79,spotify:track:4o6BgsqLIBViaGVbx5rbRk,https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk
Daryl Hall & John Oates,Maneater,0,spotify:track:4aKIs5t9TqP59btlCGPrgw,https://open.spotify.com/track/4aKIs5t9TqP59btlCGPrgw
Daryl Hall & John Oates,Rich Girl,76,spotify:track:0qRR9d89hIS0MHRkQ0ejxX,https://open.spotify.com/track/0qRR9d89hIS0MHRkQ0ejxX
The B-52's,Love Shack,72,spotify:track:4W4wYHtsrgDiivRASVOINL,https://open.spotify.com/track/4W4wYHtsrgDiivRASVOINL
Ella Fitzgerald,Undecided,0,spotify:track:0W9T9p7CncUGDQqtPE3UNB,https://open.spotify.com/track/0W9T9p7CncUGDQqtPE3UNB
Johnny Mercer,Personality,39,spotify:track:1kPvyhybeg114W9k20032n,https://open.spotify.com/track/1kPvyhybeg114W9k20032n
Santana,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,64,spotify:track:41IShViF79gmulEkIHAjcb,https://open.spotify.com/track/41IShViF79gmulEkIHAjcb
